user,hora_login,ip_origen,bytes_sent,failed_logins
carlos.lopez,10.15,106.31.55.88,21800.57,0
maria.perez,7.46,10.0.2.4,20131.84,0
juan.rodriguez,8.15,192.168.1.40,100153.19,0
carlos.lopez,6.99,192.168.1.20,6114.4,0
maria.perez,7.25,192.168.1.30,48099.27,1
ana.garcia,6.55,10.0.0.1,53207.56,0
maria.perez,8.66,10.0.2.3,1567.68,1
maria.perez,8.82,10.0.2.3,205348.37,0
ana.garcia,12.08,10.0.0.1,774.96,0
ana.garcia,10.48,10.0.0.2,10594.0,0
maria.perez,9.31,10.0.2.3,26688.91,0
carlos.lopez,8.56,10.0.1.5,137.9,0
carlos.lopez,8.44,10.0.1.5,10014.38,1
juan.rodriguez,9.0,192.168.1.40,12154.09,0
juan.rodriguez,11.33,10.0.3.8,29515.76,0
juan.rodriguez,9.83,192.168.1.40,29487.5,1
carlos.lopez,8.14,10.0.1.5,45729.25,0
maria.perez,10.28,10.0.2.4,154759.97,0
maria.perez,7.84,192.168.1.30,147937.07,0
juan.rodriguez,9.31,10.0.3.7,17170.95,0
juan.rodriguez,7.45,10.0.3.8,42374.84,0
maria.perez,10.51,108.26.144.159,22301.36,1
ana.garcia,9.05,10.0.0.1,108345.37,1
ana.garcia,7.48,10.0.0.2,78839.23,0
ana.garcia,11.46,10.0.0.1,33777.01,0
maria.perez,7.21,10.0.2.3,16594.91,1
juan.rodriguez,5.63,10.0.3.8,11759.57,0
maria.perez,8.79,192.168.1.30,10433.18,1
ana.garcia,9.6,10.0.0.1,62992.22,2
juan.rodriguez,6.99,90.80.133.220,174553.5,1
ana.garcia,8.51,10.0.0.2,21960.33,2
maria.perez,8.72,244.5.17.168,16842.16,0
maria.perez,8.72,10.0.2.4,16208.02,0
maria.perez,10.57,10.0.2.4,21518.91,0
ana.garcia,9.38,192.168.1.10,60222.39,2
juan.rodriguez,8.5,192.168.1.40,62166.2,0
maria.perez,8.85,245.65.82.53,25803.22,0
juan.rodriguez,6.66,192.168.1.40,40698.48,0
juan.rodriguez,9.28,10.0.3.8,10211.39,1
ana.garcia,9.78,192.168.1.10,124196.35,0
maria.perez,7.05,10.0.2.3,57623.1,0
ana.garcia,4.72,10.0.0.1,72739.94,1
carlos.lopez,11.1,192.168.1.20,41857.71,0
maria.perez,8.16,10.0.2.3,3734.06,0
ana.garcia,8.76,10.0.0.1,17649.11,1
juan.rodriguez,10.8,10.0.3.8,27877.83,0
carlos.lopez,10.8,10.0.1.6,47936.08,0
maria.perez,8.28,10.0.2.4,27804.73,0
maria.perez,9.14,192.168.1.30,27308.49,0
carlos.lopez,11.11,192.168.1.20,43262.34,0
juan.rodriguez,8.51,72.160.206.120,14596.44,0
juan.rodriguez,7.22,169.36.36.30,9345.3,1
carlos.lopez,10.19,192.168.1.20,85812.14,0
ana.garcia,9.01,10.0.0.1,229599.91,0
maria.perez,11.11,10.0.2.4,180.17,0
carlos.lopez,9.0,10.0.1.5,122772.33,0
ana.garcia,9.08,10.0.0.1,102214.27,0
carlos.lopez,9.07,192.168.1.20,2165.84,0
juan.rodriguez,9.65,20.184.183.75,40269.05,0
maria.perez,8.7,10.0.2.4,30315.94,0
maria.perez,7.27,10.0.2.3,61093.33,0
carlos.lopez,9.24,10.0.1.5,130695.91,1
carlos.lopez,6.96,192.168.1.20,4756.5,0
juan.rodriguez,9.53,192.168.1.40,1820.73,0
maria.perez,9.69,192.168.1.30,39456.6,1
carlos.lopez,10.7,10.0.1.5,99045.23,0
maria.perez,9.73,10.0.2.3,85396.22,0
juan.rodriguez,11.64,10.0.3.7,104419.09,0
juan.rodriguez,6.77,10.0.3.8,46969.1,1
juan.rodriguez,7.3,84.143.223.92,7227.34,0
ana.garcia,7.25,10.0.0.1,94494.22,0
carlos.lopez,8.38,68.169.100.121,69567.84,1
ana.garcia,10.94,133.162.52.253,5032.0,1
maria.perez,7.22,192.168.1.30,20449.21,0
carlos.lopez,10.41,10.0.1.6,76446.87,0
ana.garcia,8.43,10.0.0.1,19344.11,0
carlos.lopez,10.34,192.168.1.20,22299.75,0
maria.perez,6.18,10.0.2.4,745.63,0
maria.perez,6.98,10.0.2.3,33112.54,0
ana.garcia,9.27,10.0.0.2,36568.13,0
juan.rodriguez,8.76,10.0.3.8,60168.81,0
juan.rodriguez,10.08,10.0.3.8,36246.0,0
carlos.lopez,10.34,10.0.1.5,30220.83,1
maria.perez,6.86,10.0.2.4,51523.19,0
ana.garcia,6.01,10.0.0.2,167008.89,2
ana.garcia,10.59,192.168.1.10,3198.67,0
ana.garcia,9.85,10.0.0.1,53215.18,0
carlos.lopez,10.04,192.168.1.20,60379.86,0
maria.perez,10.33,10.0.2.4,54768.86,0
juan.rodriguez,10.58,192.168.1.40,34061.91,0
ana.garcia,5.22,10.0.0.2,90060.83,0
ana.garcia,11.63,192.168.1.10,41524.52,0
ana.garcia,10.95,10.0.0.1,45807.55,0
ana.garcia,6.49,10.0.0.2,12678.24,0
carlos.lopez,7.07,10.0.1.5,8549.16,2
ana.garcia,8.5,10.0.0.2,59302.74,0
maria.perez,7.0,10.0.2.4,113599.77,1
carlos.lopez,9.31,192.168.1.20,35554.59,0
maria.perez,5.77,10.0.2.3,47931.78,0
carlos.lopez,5.64,10.0.1.5,215583.28,0
carlos.lopez,8.33,10.0.1.6,32064.22,0
carlos.lopez,6.6,63.197.97.179,7749.9,0
ana.garcia,7.28,246.253.5.200,12846.5,1
ana.garcia,7.46,10.0.0.2,72651.26,2
carlos.lopez,8.06,10.0.1.6,50247.87,1
ana.garcia,10.73,10.0.0.1,75672.56,1
juan.rodriguez,9.07,10.0.3.8,96643.36,0
juan.rodriguez,11.65,10.0.3.8,4306.75,0
maria.perez,9.84,192.168.1.30,15830.39,0
ana.garcia,8.72,192.168.1.10,46774.91,0
maria.perez,7.06,192.168.1.30,147975.44,0
maria.perez,8.31,192.168.1.30,4680.87,1
ana.garcia,10.92,10.0.0.2,12435.08,0
carlos.lopez,10.36,80.59.252.114,29157.82,0
carlos.lopez,9.74,10.0.1.5,49914.09,0
maria.perez,8.22,192.168.1.30,9231.98,0
maria.perez,8.58,192.168.1.30,61305.4,0
juan.rodriguez,8.12,10.0.3.7,156258.25,0
ana.garcia,10.61,10.0.0.2,14244.84,0
juan.rodriguez,10.61,10.0.3.7,15972.29,0
carlos.lopez,7.86,192.168.1.20,46475.02,0
carlos.lopez,6.95,10.0.1.6,10438.48,0
ana.garcia,9.72,192.168.1.10,2247.56,0
ana.garcia,4.21,10.0.0.1,101075.64,1
maria.perez,9.71,10.0.2.4,11148.16,0
carlos.lopez,9.89,192.168.1.20,121275.58,0
maria.perez,9.96,192.168.1.30,187685.78,0
ana.garcia,7.49,10.0.0.1,30716.75,1
maria.perez,10.62,192.168.1.30,53509.25,0
carlos.lopez,9.37,10.0.1.5,166244.2,1
carlos.lopez,9.3,192.168.1.20,23589.6,1
ana.garcia,10.66,6.45.38.86,15476.28,0
carlos.lopez,10.7,107.10.122.191,88975.97,1
maria.perez,9.35,10.0.2.4,104468.52,0
juan.rodriguez,6.5,10.0.3.8,136582.09,1
maria.perez,9.85,10.0.2.4,24512.67,0
maria.perez,6.05,192.168.1.30,32963.36,0
ana.garcia,6.91,10.0.0.1,45686.9,1
ana.garcia,9.39,10.0.0.2,59990.35,0
maria.perez,8.57,10.0.2.4,17986.77,1
ana.garcia,8.01,10.0.0.2,107568.78,0
juan.rodriguez,6.87,192.168.1.40,38480.83,0
juan.rodriguez,8.95,10.0.3.8,16759.53,1
ana.garcia,7.77,10.0.0.2,79930.32,0
carlos.lopez,11.96,10.0.1.5,4066.33,1
juan.rodriguez,8.75,10.0.3.8,9744.35,0
ana.garcia,10.17,10.0.0.2,19270.7,0
ana.garcia,10.95,192.168.1.10,40563.66,0
ana.garcia,10.01,192.168.1.10,2045.21,0
ana.garcia,6.58,183.140.226.192,20116.26,0
juan.rodriguez,6.69,246.31.163.154,71444.15,0
maria.perez,8.71,194.230.154.101,22262.77,1
maria.perez,8.74,10.0.2.3,4196.42,1
carlos.lopez,9.24,192.168.1.20,8032.15,0
juan.rodriguez,7.97,10.0.3.8,198223.11,0
ana.garcia,9.52,10.0.0.2,138093.73,0
maria.perez,8.83,192.168.1.30,26257.52,0
juan.rodriguez,9.06,192.168.1.40,120985.32,0
juan.rodriguez,9.11,10.0.3.8,34368.55,0
carlos.lopez,9.28,138.77.126.21,46955.96,1
juan.rodriguez,6.88,10.0.3.7,60213.08,0
juan.rodriguez,9.53,10.0.3.7,48644.97,0
carlos.lopez,9.23,192.168.1.20,14638.83,0
juan.rodriguez,7.68,10.0.3.7,41288.31,0
ana.garcia,8.68,10.0.0.2,16045.98,0
maria.perez,9.01,192.168.1.30,5105.89,1
maria.perez,9.22,10.0.2.3,13655.56,0
maria.perez,9.58,10.0.2.4,139344.08,0
ana.garcia,8.01,10.0.0.1,19464.1,1
ana.garcia,10.92,10.0.0.1,89851.28,0
maria.perez,10.32,10.0.2.3,48572.62,0
juan.rodriguez,9.38,192.168.1.40,75123.71,0
maria.perez,10.35,192.168.1.30,40254.05,1
carlos.lopez,8.54,52.94.165.240,82569.99,0
carlos.lopez,7.56,10.0.1.5,1073.97,0
ana.garcia,10.33,10.0.0.2,35964.56,1
maria.perez,6.65,192.168.1.30,14615.28,1
juan.rodriguez,6.72,192.168.1.40,76163.23,0
carlos.lopez,10.07,10.0.1.5,49743.41,0
juan.rodriguez,10.12,192.168.1.40,30059.47,0
ana.garcia,7.26,10.0.0.2,95137.3,1
maria.perez,7.23,192.168.1.30,67336.19,0
maria.perez,8.41,192.168.1.30,134066.38,0
carlos.lopez,7.29,192.168.1.20,21408.07,3
ana.garcia,7.67,192.168.1.10,84502.93,0
ana.garcia,10.96,10.0.0.2,30705.43,0
carlos.lopez,11.45,10.0.1.5,3496.83,0
carlos.lopez,6.85,192.168.1.20,4888.89,0
ana.garcia,6.52,10.0.0.1,72166.91,0
juan.rodriguez,7.99,10.0.3.8,52154.32,0
maria.perez,10.17,10.0.2.3,64526.23,0
carlos.lopez,8.37,192.168.1.20,68087.43,1
ana.garcia,10.09,192.168.1.10,61591.43,0
maria.perez,10.04,10.0.2.3,123617.97,1
ana.garcia,7.87,10.0.0.2,5806.91,0
carlos.lopez,8.57,10.0.1.6,48691.09,1
ana.garcia,11.43,10.0.0.1,34944.66,0
carlos.lopez,9.15,10.0.1.6,17831.48,0
maria.perez,9.69,192.168.1.30,65530.42,1
ana.garcia,9.3,192.168.1.10,1109.76,0
maria.perez,5.97,10.0.2.4,38354.01,1
ana.garcia,9.61,192.168.1.10,69711.43,0
juan.rodriguez,8.16,10.0.3.8,32898.12,1
carlos.lopez,9.9,10.0.1.6,3376.51,0
juan.rodriguez,9.88,192.168.1.40,17485.06,0
maria.perez,9.18,10.0.2.3,12483.69,0
carlos.lopez,8.61,10.0.1.5,8506.91,0
juan.rodriguez,10.38,10.0.3.7,714.78,0
juan.rodriguez,10.01,10.0.3.7,97017.07,0
ana.garcia,7.43,192.168.1.10,37952.69,0
ana.garcia,9.15,10.0.0.2,13126.79,0
maria.perez,8.01,10.0.2.3,2695.99,0
maria.perez,8.88,10.0.2.4,200891.21,0
maria.perez,8.94,10.0.2.4,95340.12,0
juan.rodriguez,9.16,10.0.3.8,11260.88,0
juan.rodriguez,11.35,192.168.1.40,65577.73,0
ana.garcia,11.35,192.168.1.10,22075.47,0
juan.rodriguez,6.92,10.0.3.8,90101.08,0
carlos.lopez,9.71,10.0.1.6,66099.61,0
juan.rodriguez,10.8,10.0.3.7,115112.3,0
carlos.lopez,9.0,10.0.1.6,92391.54,0
carlos.lopez,7.33,192.168.1.20,58.57,1
ana.garcia,8.15,192.168.1.10,117171.28,0
maria.perez,7.07,10.0.2.3,33494.11,0
carlos.lopez,11.43,10.0.1.6,97739.83,0
carlos.lopez,12.38,10.0.1.5,35093.86,0
ana.garcia,10.86,192.168.1.10,994.86,1
juan.rodriguez,9.41,192.168.1.40,14882.23,1
carlos.lopez,6.45,10.0.1.5,106915.08,0
ana.garcia,9.64,10.0.0.2,102063.96,0
maria.perez,8.86,10.0.2.4,19202.86,0
carlos.lopez,9.48,10.0.1.6,39946.16,0
maria.perez,10.56,10.0.2.4,17079.03,1
maria.perez,10.44,10.0.2.3,13273.91,0
carlos.lopez,9.89,10.0.1.6,16490.26,0
ana.garcia,8.69,10.0.0.1,198930.83,0
maria.perez,7.15,192.168.1.30,2198.95,1
ana.garcia,9.69,10.0.0.2,39124.9,0
maria.perez,6.36,10.0.2.4,11364.36,0
ana.garcia,7.74,10.0.0.2,115159.01,0
maria.perez,6.77,10.0.2.3,6180.62,0
juan.rodriguez,11.72,184.148.86.169,8770.07,0
maria.perez,6.55,192.168.1.30,27195.28,0
ana.garcia,11.28,192.168.1.10,39877.62,1
maria.perez,11.61,10.0.2.4,31644.88,0
carlos.lopez,8.71,192.168.1.20,25259.33,0
carlos.lopez,5.2,10.0.1.5,110469.06,0
maria.perez,8.29,10.0.2.4,36658.59,1
ana.garcia,6.54,10.0.0.1,8015.12,0
maria.perez,8.03,192.168.1.30,4153.31,0
maria.perez,9.86,192.168.1.30,76535.05,0
carlos.lopez,8.7,192.168.1.20,114815.87,0
juan.rodriguez,8.98,192.168.1.40,147341.09,0
ana.garcia,8.42,192.168.1.10,37477.5,0
ana.garcia,7.99,192.168.1.10,9793.87,0
carlos.lopez,9.66,10.0.1.6,2724.96,0
ana.garcia,8.34,10.0.0.2,678.88,0
ana.garcia,13.6,203.225.24.123,25629.54,0
carlos.lopez,8.33,10.0.1.6,102868.85,0
carlos.lopez,8.43,27.111.80.96,31227.06,1
juan.rodriguez,7.96,10.0.3.8,19745.55,0
maria.perez,8.97,33.167.131.206,35336.6,1
ana.garcia,9.68,10.0.0.2,21349.08,0
ana.garcia,9.12,192.168.1.10,134769.17,0
carlos.lopez,10.92,10.0.1.5,42478.35,1
ana.garcia,8.27,73.125.219.73,16127.1,0
carlos.lopez,11.26,10.0.1.6,30948.06,1
ana.garcia,6.66,10.0.0.1,8101.83,0
ana.garcia,9.02,10.0.0.1,90.96,1
carlos.lopez,8.81,192.168.1.20,51815.21,1
ana.garcia,10.61,10.0.0.2,37965.96,0
maria.perez,8.91,192.168.1.30,17945.03,0
carlos.lopez,7.95,10.0.1.5,22258.96,0
ana.garcia,6.53,10.0.0.1,21469.91,0
ana.garcia,11.99,10.0.0.1,6376.96,1
juan.rodriguez,10.92,10.0.3.8,4422.23,2
maria.perez,9.35,10.0.2.4,17478.94,1
maria.perez,9.85,10.0.2.4,147506.39,0
ana.garcia,8.86,10.0.0.1,12151.18,0
maria.perez,8.75,192.168.1.30,18585.45,0
maria.perez,11.6,173.31.157.78,60932.87,0
carlos.lopez,9.98,192.168.1.20,51737.94,1
juan.rodriguez,8.49,192.168.1.40,69899.75,0
ana.garcia,5.79,10.0.0.2,11512.35,0
carlos.lopez,8.97,10.0.1.6,30417.73,0
ana.garcia,9.0,192.168.1.10,65644.71,1
maria.perez,11.06,10.0.2.4,93617.24,0
maria.perez,8.06,10.0.2.3,95189.76,1
maria.perez,9.26,10.0.2.3,62560.46,0
maria.perez,8.57,10.0.2.4,210.04,0
juan.rodriguez,6.46,10.0.3.8,8101.66,0
juan.rodriguez,10.12,10.0.3.7,65812.22,1
carlos.lopez,8.7,192.168.1.20,38044.62,0
juan.rodriguez,10.87,233.30.17.6,36564.72,0
ana.garcia,9.48,10.0.0.2,14091.31,0
juan.rodriguez,6.57,10.0.3.7,14543.76,0
carlos.lopez,10.88,10.0.1.6,26899.16,1
ana.garcia,6.24,10.0.0.1,59659.13,1
ana.garcia,8.98,10.0.0.1,94025.34,0
juan.rodriguez,7.79,10.0.3.8,6526.28,0
maria.perez,5.68,10.0.2.3,20323.17,0
maria.perez,7.87,10.0.2.3,21259.04,0
maria.perez,9.2,10.0.2.4,44310.23,1
carlos.lopez,11.29,10.0.1.5,75996.9,0
maria.perez,11.69,192.168.1.30,201435.26,0
ana.garcia,8.89,10.0.0.2,13593.57,1
ana.garcia,8.25,10.0.0.2,11396.58,1
ana.garcia,8.15,10.0.0.1,26996.27,1
maria.perez,6.14,192.168.1.30,60540.55,0
juan.rodriguez,12.46,10.0.3.8,53127.51,0
carlos.lopez,7.93,10.0.1.6,50135.27,0
maria.perez,7.48,10.0.2.4,18602.51,0
juan.rodriguez,10.2,192.168.1.40,187552.92,0
ana.garcia,10.85,163.60.205.5,919.53,0
carlos.lopez,9.65,192.168.1.20,18987.67,0
maria.perez,10.41,10.0.2.3,3129.29,1
ana.garcia,8.71,10.0.0.1,12878.47,0
maria.perez,10.53,192.168.1.30,30914.3,0
maria.perez,10.91,10.0.2.4,58816.21,2
maria.perez,6.39,10.0.2.4,9545.23,1
juan.rodriguez,8.68,10.0.3.8,5696.87,0
maria.perez,8.33,132.253.120.171,2088.52,0
ana.garcia,9.63,10.0.0.1,28920.43,0
carlos.lopez,9.5,10.0.1.6,71377.12,0
juan.rodriguez,8.88,10.0.3.8,14120.89,0
carlos.lopez,9.67,135.234.241.107,63891.02,0
ana.garcia,7.28,192.168.1.10,2780.23,1
ana.garcia,8.63,10.0.0.1,28750.23,1
ana.garcia,8.75,10.0.0.2,8567.27,0
juan.rodriguez,6.24,10.0.3.8,855.72,0
maria.perez,7.59,10.0.2.3,6059.88,0
maria.perez,7.11,10.0.2.3,45500.74,1
juan.rodriguez,10.52,10.0.3.7,14206.73,2
carlos.lopez,8.31,192.168.1.20,23981.59,0
carlos.lopez,5.48,10.0.1.5,11891.62,0
carlos.lopez,7.91,242.199.221.82,35287.85,0
carlos.lopez,8.75,192.168.1.20,7389.79,0
ana.garcia,9.85,10.0.0.2,11580.56,0
maria.perez,9.8,10.0.2.4,16217.03,0
juan.rodriguez,8.35,192.168.1.40,46004.92,0
ana.garcia,11.68,159.191.43.5,70149.14,1
maria.perez,8.38,192.168.1.30,51103.97,0
juan.rodriguez,8.54,10.0.3.7,4098.66,0
ana.garcia,8.61,192.168.1.10,47491.06,1
juan.rodriguez,8.64,10.0.3.7,132109.66,0
ana.garcia,8.46,10.0.0.2,33889.73,0
ana.garcia,9.73,192.168.1.10,70638.67,0
maria.perez,7.49,10.0.2.3,53696.23,0
ana.garcia,9.6,192.168.1.10,80410.13,0
maria.perez,10.63,212.118.145.131,18060.71,0
maria.perez,10.25,10.0.2.4,42562.88,0
juan.rodriguez,8.14,192.168.1.40,101198.16,0
carlos.lopez,10.27,10.0.1.5,74085.12,0
maria.perez,7.95,10.0.2.3,100306.13,0
juan.rodriguez,7.81,192.168.1.40,31132.92,0
ana.garcia,8.66,10.0.0.2,122448.49,1
juan.rodriguez,11.43,192.168.1.40,205688.96,1
juan.rodriguez,11.52,10.0.3.7,59475.07,0
ana.garcia,9.6,10.0.0.2,102899.22,0
juan.rodriguez,9.95,135.147.251.127,56178.19,0
maria.perez,11.93,10.0.2.3,35178.53,0
juan.rodriguez,9.12,192.168.1.40,6586.79,2
juan.rodriguez,9.81,10.0.3.7,74424.16,1
ana.garcia,6.64,10.0.0.1,21178.68,0
maria.perez,8.44,192.168.1.30,20118.89,0
juan.rodriguez,8.2,10.0.3.7,5783.44,0
maria.perez,6.53,34.56.198.109,36610.97,0
ana.garcia,8.05,10.0.0.2,24549.87,1
ana.garcia,9.17,48.146.31.124,103326.24,0
carlos.lopez,6.27,10.0.1.6,182393.38,1
maria.perez,9.93,10.0.2.4,127883.15,2
ana.garcia,10.15,10.0.0.1,3504.89,0
ana.garcia,8.97,10.0.0.2,77816.41,0
carlos.lopez,8.23,10.0.1.5,26960.01,1
maria.perez,8.24,10.0.2.4,37987.81,0
juan.rodriguez,10.05,10.0.3.7,115731.77,1
carlos.lopez,10.73,10.0.1.6,2604.7,0
carlos.lopez,11.49,192.168.1.20,87108.87,1
carlos.lopez,7.82,10.0.1.6,161804.27,0
carlos.lopez,11.08,10.0.1.6,97772.64,0
maria.perez,8.72,192.168.1.30,156569.14,1
ana.garcia,6.25,10.0.0.2,10774.69,0
ana.garcia,10.0,10.0.0.1,93354.92,0
maria.perez,10.22,214.83.229.155,51486.22,0
ana.garcia,5.97,10.0.0.1,50176.1,0
carlos.lopez,9.23,10.0.1.5,13872.19,0
ana.garcia,10.01,10.0.0.1,46319.53,0
carlos.lopez,10.68,192.168.1.20,170497.48,0
carlos.lopez,11.14,10.0.1.5,3645.7,0
ana.garcia,9.37,192.168.1.10,47048.16,0
maria.perez,7.5,10.0.2.3,243564.88,1
carlos.lopez,9.82,10.0.1.6,56351.87,0
maria.perez,10.38,168.99.111.149,64344.59,0
maria.perez,10.22,10.0.2.3,134113.88,0
maria.perez,7.25,10.0.2.4,11258.95,0
maria.perez,9.21,10.0.2.3,144306.41,0
juan.rodriguez,8.76,10.0.3.8,27937.07,0
maria.perez,11.3,10.0.2.3,7565.73,0
juan.rodriguez,8.51,192.168.1.40,10156.26,1
maria.perez,7.99,192.168.1.30,68266.9,0
ana.garcia,9.9,10.0.0.2,26956.92,1
ana.garcia,10.3,10.0.0.2,45997.44,0
carlos.lopez,8.62,192.168.1.20,57216.28,0
ana.garcia,10.02,10.0.0.1,34029.08,0
juan.rodriguez,8.13,10.0.3.7,28272.98,0
ana.garcia,8.77,10.0.0.2,55514.8,1
carlos.lopez,6.81,192.168.1.20,114270.33,0
juan.rodriguez,7.49,10.0.3.7,120830.21,0
ana.garcia,10.88,192.168.1.10,73656.74,0
juan.rodriguez,9.48,10.0.3.7,175241.36,0
juan.rodriguez,10.25,10.0.3.7,5048.44,2
carlos.lopez,9.75,10.0.1.6,43446.46,0
juan.rodriguez,9.03,192.168.1.40,28207.67,0
carlos.lopez,7.97,10.0.1.6,193590.82,2
ana.garcia,9.66,10.0.0.1,20465.19,0
juan.rodriguez,8.43,10.0.3.7,163889.21,1
carlos.lopez,6.82,192.168.1.20,287927.63,3
carlos.lopez,8.96,54.176.93.133,151681.56,2
juan.rodriguez,7.47,87.56.241.48,87284.75,0
maria.perez,8.21,10.0.2.4,61177.77,0
carlos.lopez,9.79,192.168.1.20,41771.66,0
maria.perez,10.73,10.0.2.4,22469.39,0
juan.rodriguez,9.28,10.0.3.7,52966.78,0
carlos.lopez,4.32,10.0.1.5,17029.81,0
maria.perez,9.22,10.0.2.4,226984.21,0
ana.garcia,8.73,195.47.204.146,125180.8,1
ana.garcia,6.75,10.0.0.2,15549.0,1
maria.perez,11.49,192.168.1.30,88995.47,0
carlos.lopez,9.11,10.0.1.5,4711.02,0
ana.garcia,9.83,204.195.141.62,62066.77,0
juan.rodriguez,10.03,210.59.96.109,86900.44,2
carlos.lopez,7.19,10.0.1.6,123703.4,0
juan.rodriguez,5.19,192.168.1.40,86860.77,1
maria.perez,6.43,192.168.1.30,9057.04,1
ana.garcia,7.61,10.0.0.1,21565.25,1
ana.garcia,8.16,10.0.0.1,19304.57,0
ana.garcia,7.86,192.168.1.10,95259.52,0
carlos.lopez,12.24,10.0.1.5,38582.68,1
juan.rodriguez,8.4,10.0.3.7,135855.51,0
ana.garcia,9.78,10.0.0.2,73711.4,1
maria.perez,8.28,10.0.2.4,107051.56,0
maria.perez,8.65,10.0.2.4,124485.74,0
ana.garcia,7.94,192.168.1.10,82526.26,0
carlos.lopez,7.92,192.168.1.20,8481.0,1
juan.rodriguez,10.56,10.0.3.7,20489.68,0
carlos.lopez,10.04,10.0.1.5,22842.17,0
carlos.lopez,9.53,10.0.1.6,127810.73,0
juan.rodriguez,12.08,125.81.39.90,30947.36,0
juan.rodriguez,7.03,192.168.1.40,29306.28,2
maria.perez,9.65,192.168.1.30,12103.88,0
ana.garcia,7.62,10.0.0.1,33630.22,0
maria.perez,7.98,10.0.2.3,45508.29,0
carlos.lopez,12.33,10.0.1.5,11663.09,0
juan.rodriguez,9.02,192.168.1.40,32005.58,0
ana.garcia,9.0,183.142.211.214,453.17,1
maria.perez,8.44,10.0.2.4,118504.54,1
maria.perez,8.81,192.168.1.30,160813.97,0
maria.perez,9.41,10.0.2.4,20328.39,0
maria.perez,9.51,92.128.136.57,7347.46,0
maria.perez,7.83,10.0.2.3,54096.19,0
ana.garcia,8.24,10.0.0.1,17106.43,0
ana.garcia,8.65,10.0.0.1,4532.29,0
ana.garcia,8.91,10.0.0.2,3593.96,0
juan.rodriguez,10.76,192.168.1.40,20472.89,0
carlos.lopez,9.07,192.168.1.20,64198.91,0
carlos.lopez,6.95,10.0.1.6,16017.55,0
ana.garcia,7.49,10.0.0.1,18056.98,0
carlos.lopez,10.55,192.168.1.20,43093.08,0
juan.rodriguez,9.08,10.0.3.8,59652.8,1
maria.perez,8.73,10.0.2.4,53806.41,0
juan.rodriguez,9.0,10.0.3.8,98681.73,1
juan.rodriguez,9.7,10.0.3.7,11137.77,0
ana.garcia,8.65,10.0.0.2,92079.39,0
ana.garcia,10.01,10.0.0.1,42773.21,0
ana.garcia,7.74,10.0.0.1,44047.13,1
carlos.lopez,11.33,10.0.1.5,3382.38,0
juan.rodriguez,10.76,10.0.3.7,12126.12,0
maria.perez,10.28,220.201.237.233,36159.9,1
carlos.lopez,9.87,192.168.1.20,162588.42,0
carlos.lopez,9.03,10.0.1.5,79129.36,3
maria.perez,8.19,192.168.1.30,1869.21,0
juan.rodriguez,9.41,192.168.1.40,14683.7,0
maria.perez,10.95,10.0.2.3,11795.86,0
ana.garcia,9.64,192.168.1.10,25077.25,0
maria.perez,7.7,10.0.2.4,97880.84,1
ana.garcia,9.52,192.168.1.10,2355.16,0
carlos.lopez,4.38,10.0.1.6,94613.93,0
maria.perez,9.7,10.0.2.3,30474.67,0
ana.garcia,11.15,10.0.0.2,92214.12,0
carlos.lopez,8.38,10.0.1.6,131043.23,0
ana.garcia,9.35,84.51.200.28,51638.26,0
maria.perez,8.07,192.168.1.30,140846.41,0
ana.garcia,8.82,192.168.1.10,30458.74,0
juan.rodriguez,7.75,10.0.3.7,7496.02,1
ana.garcia,8.24,10.0.0.2,23215.62,0
carlos.lopez,7.91,10.0.1.6,4089.32,0
maria.perez,9.7,10.0.2.3,59650.16,0
juan.rodriguez,7.02,10.0.3.8,22405.11,0
carlos.lopez,12.2,10.0.1.5,17723.92,0
carlos.lopez,11.54,10.0.1.5,83397.82,0
carlos.lopez,6.89,10.0.1.6,5543.34,1
ana.garcia,6.59,192.168.1.10,65583.64,1
juan.rodriguez,8.81,10.0.3.7,9106.98,0
carlos.lopez,8.63,192.168.1.20,156485.29,0
ana.garcia,10.64,10.0.0.1,53538.05,0
carlos.lopez,7.88,10.0.1.6,41698.47,0
ana.garcia,8.53,10.0.0.1,41758.3,0
carlos.lopez,8.86,192.168.1.20,123839.81,2
carlos.lopez,7.27,10.0.1.5,10445.29,1
ana.garcia,8.4,10.0.0.2,33414.55,1
juan.rodriguez,7.48,10.0.3.8,38787.53,0
maria.perez,10.14,10.0.2.4,3314.63,0
juan.rodriguez,12.28,10.0.3.7,177710.61,0
carlos.lopez,11.65,10.0.1.6,37349.56,0
ana.garcia,7.07,192.168.1.10,127305.49,0
maria.perez,8.69,10.0.2.3,57174.71,0
juan.rodriguez,5.59,10.0.3.7,51304.33,0
maria.perez,7.51,10.0.2.4,85075.27,0
carlos.lopez,9.09,10.0.1.6,15999.74,0
carlos.lopez,10.02,192.168.1.20,35987.08,0
carlos.lopez,10.73,192.168.1.20,94548.21,0
maria.perez,6.33,10.0.2.3,180963.97,1
ana.garcia,9.34,192.168.1.10,17194.04,0
ana.garcia,6.44,10.0.0.1,19598.64,0
carlos.lopez,10.01,10.0.1.5,56902.65,0
carlos.lopez,11.17,10.0.1.6,63978.32,0
maria.perez,8.62,10.0.2.4,5556.65,1
juan.rodriguez,10.54,10.0.3.7,20628.4,1
juan.rodriguez,7.2,10.0.3.8,76293.47,0
carlos.lopez,7.81,10.0.1.5,66444.54,0
